"96879",\N,"2015-04-09",\N,"净值标 
											 	 				 ","101826","已还款","短期周转",\N,"1.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","31岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98652",\N,"2014-07-09",\N,"周转，或提前还 
											 	 				 ","16000","已还款",\N,\N,"1.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","27岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98653",\N,"2014-07-09",\N,"短期福利标，十点前还 
											 	 ","6000","已还款","明天一早就还，联系QQ  149996489",\N,"1.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"女","26岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98654",\N,"2014-07-09",\N,"兔子标 
											 	 ","5000","已还款",\N,\N,"5.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","29岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98655",\N,"2014-07-09",\N,"短期福利标，明天十点前按时还 
											 	 ","10000","已还款","需要的话可续发，联系QQ  149996489",\N,"1.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"女","26岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98656",\N,"2014-07-09",\N,"43W待收担保，无风险，早还款！ 
											 	 ","15200","已还款",\N,\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","35岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98657",\N,"2014-07-08",\N,"43W净值担保，无风险，早还款！ 
											 	 ","10000","已还款",\N,\N,"23.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","35岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98658",\N,"2014-07-08",\N,"43W净值担保，还款早！ 
											 	 ","10000","已还款",\N,\N,"23.24",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","35岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98659",\N,"2014-07-08",\N,"短期净值标l零风险 
											 	 ","4000","已还款",\N,\N,"23.24",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"女","41岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98660",\N,"2014-07-08",\N,"净值标安全零风险——短期周转 
											 	 ","5000","已还款",\N,\N,"23.24",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","43岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98661",\N,"2014-07-08",\N,"1天周转 
											 	 				 ","15000","已还款","2213",\N,"1.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","30岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98662",\N,"2014-07-08",\N,"43W净值担保，上午十点前还款！ 
											 	 ","10000","已还款",\N,\N,"23.24",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","35岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98663",\N,"2014-07-08",\N,"福利小标,10点前必还款 
											 	 ","2750","已还款",\N,\N,"1.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","33岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98664",\N,"2014-07-08",\N,"企业定向标 
							 					 				 ","1300000","已还款","借款方商业概述
借款方是山东某制造工程有限公司，该1995年正式成立，公司实力雄厚，生产经营能力强大。目前已发展成为业内一家较具实力的生产型企业.。据银行征信系统显示，该公司目前负债水平正常，实际控制人信用记录良好。 




借款方借款用途
1，公司备用金补充。2，支持中安山东业务的发展。 




借款方还款来源
由中安财富山东分公司线下工作人员审核借款方提供的相关资料并实地考察。借款方提供名下一处工业用地地面厂房作为抵押物。现作为借款方经营场地使用。由中 安财富山东分公司线下工作人员调查该公司实际经",\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","1岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98665",\N,"2014-07-08",\N,"年利23.04%，13点前还款或者提前一天还款。 
											 	 ","12000","已还款","年利23.04%，13点前还款或者提前一天还款。",\N,"23.04",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","37岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98666",\N,"2014-07-08",\N,"兔子标 
											 	 ","5000","已还款",\N,\N,"2.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","29岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98667",\N,"2014-07-08",\N,"福利小标,10点前必还款 
											 	 ","3000","已还款",\N,\N,"1.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","33岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98668",\N,"2014-07-08",\N,"短期周转，早还 
											 	 ","4000","已还款",\N,\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"女","26岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98669",\N,"2014-07-08",\N,"兔子标 
											 	 ","5000","已还款",\N,\N,"2.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","29岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98670",\N,"2014-07-08",\N,"兔子标 
											 	 ","5000","已还款",\N,\N,"2.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","29岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98671",\N,"2014-07-08",\N,"净值标安全零风险——短期周转 
											 	 ","5000","已还款",\N,\N,"22.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","43岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98672",\N,"2014-07-08",\N,"福利小标,10点前还款 
											 	 ","3000","已还款",\N,\N,"1.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","33岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98673",\N,"2014-07-08",\N,"周转，或提前还 
											 	 ","6000","已还款",\N,\N,"19.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"女","26岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98674",\N,"2014-07-08",\N,"短期周转，早还！ 
											 	 				 ","9990","已还款",\N,\N,"1.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","34岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98675",\N,"2014-07-08",\N,"要续投的来，提前或按时10点前还 
											 	 ","5000","已还款",\N,\N,"1.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"女","26岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98676",\N,"2014-07-08",\N,"净值标安全零风险——短期周转 
											 	 ","5000","已还款",\N,\N,"20.40",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","43岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98677",\N,"2014-07-08",\N,"40W待收担保，无风险，早还款！ 
											 	 ","10000","已还款",\N,\N,"19.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","35岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98678",\N,"2014-07-08",\N,"短期周转 
											 	 ","4000","已还款",\N,\N,"17.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"女","26岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98679",\N,"2014-07-08",\N,"奖励标！ 
						 										 ","88620","已还款",\N,\N,"1.00",\N,\N,\N,\N,"
									系统自动还款",\N,"男","35岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98680",\N,"2014-07-08",\N,"企业一月标 
							 					 			 ","1000000","已还款","借款方商业概述
借款方是山东某制造工程有限公司，该1995年正式成立，公司实力雄厚，生产经营能力强大。目前已发展成为业内一家较具实力的生产型企业.。据银行征信系统显示，该公司目前负债水平正常，实际控制人信用记录良好。 


借款方借款用途
1，公司备用金补充。2，支持中安山东业务的发展。 


借款方还款来源
由中安财富山东分公司线下工作人员审核借款方提供的相关资料并实地考察。借款方提供名下一处工业用地地面厂房作为抵押物。现作为借款方经营场地使用。由中 安财富山东分公司线下工作人员调查该公司实际经营状况及",\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","50岁",\N,\N,\N,\N,\N,\N,\N,"2%",\N
"98681",\N,"2014-07-08",\N,"24W待收担保，无风险，早还款！ 
											 	 ","20000","已还款",\N,\N,"18.50",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","35岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98682",\N,"2014-07-08",\N,"奖励标 
						 										 ","500","已还款",\N,\N,"1.00",\N,\N,\N,\N,"
									系统自动还款",\N,"男","35岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98683",\N,"2014-07-08",\N,"奖励标 
						 										 ","500","已还款",\N,\N,"1.00",\N,\N,\N,\N,"
									系统自动还款",\N,"男","35岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98684",\N,"2014-07-08",\N,"奖励标 
						 										 ","500","已还款",\N,\N,"1.00",\N,\N,\N,\N,"
									系统自动还款",\N,"男","35岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98685",\N,"2014-07-08",\N,"短期周转 
											 	 ","10000","已还款","    ",\N,"17.80",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","34岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98686",\N,"2014-07-08",\N,"短期周转 
											 	 ","4000","已还款","短期周转",\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"女","26岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98687",\N,"2014-07-08",\N,"短期轴 
						 ","14765","已还款",\N,\N,"1.00",\N,\N,\N,\N,"
									系统自动还款",\N,"女","26岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98688",\N,"2014-07-08",\N,"高息短期净值标 
											 	 ","5000","已还款",\N,\N,"17.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","43岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98689",\N,"2014-07-07",\N,"24W净值担保，上午十点前还款！ 
											 	 ","10000","已还款",\N,\N,"23.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","35岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98690",\N,"2014-07-07",\N,"新人奖励 
						 										 ","14488","已还款",\N,\N,"1.00",\N,\N,\N,\N,"
									系统自动还款",\N,"男","34岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98691",\N,"2014-07-07",\N,"年利23.24%，13点前还款或者提前一天还款。 
											 	 ","12000","已还款","上次借 款提前20天还款。年利23.24%，13点前还款或者提前一天还款。",\N,"23.24",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","37岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98692",\N,"2014-07-07",\N,"短期周转，按时或者提前还款，早上十点前还   
											 	 ","10000","已还款",\N,\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"女","26岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98693",\N,"2014-07-07",\N,"短期周转，按时或者提前还款，早上十点前还 
											 	 ","10000","已还款",\N,\N,"19.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"女","26岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98694",\N,"2014-07-07",\N,"年利23.24%,13点前还款或者提前一天还款 
											 	 ","10000","已还款","年利23.24%,13点前还款或者提前一天还款",\N,"23.24",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","37岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98695",\N,"2014-07-08",\N,"兔子标 
											 	 ","5000","已还款",\N,\N,"2.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","29岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98696",\N,"2014-07-07",\N,"净值标安全零风险——短期周转 
											 	 ","4000","已还款",\N,\N,"23.24",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"女","41岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98697",\N,"2014-07-07",\N,"短期周转，高息早还 
											 	 ","4500","已还款",\N,\N,"17.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"女","26岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98698",\N,"2014-07-07",\N,"23W待收担保，提前或12点前还！ 
											 	 ","10000","已还款",\N,\N,"23.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","35岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98699",\N,"2014-07-07",\N,"年利23.24%，12点前还款，或者提前一天还款。 
											 	 ","12000","已还款","年利23.24%，12点前还款，或者提前一天还款。",\N,"23.24",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","37岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98700",\N,"2014-07-07",\N,"短期净值标l零风险 
											 	 ","5000","已还款",\N,\N,"17.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","43岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98701",\N,"2014-07-08",\N,"43W待收担保，无风险，早还款！ 
											 	 ","10000","已还款",\N,\N,"19.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","35岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98702",\N,"2014-07-07",\N,"年利23.24%，12点钱还款。 
											 	 ","10000","已还款","12点钱还款。",\N,"23.24",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","37岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98703",\N,"2014-07-07",\N,"高息净值标准！ 
											 	 ","5000","已还款",\N,\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","43岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98704",\N,"2014-07-07",\N,"短期周转，高息早还！ 
											 	 ","10000","已还款",\N,\N,"19.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","34岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98705",\N,"2014-07-07",\N,"要续投的来，明天10点前还 
											 	 ","5000","已还款",\N,\N,"1.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"女","26岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98706",\N,"2014-07-07",\N,"短期周转 
											 	 ","5000","已还款",\N,\N,"17.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"女","26岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98707",\N,"2014-07-07",\N,"短期周转 
											 	 ","13000","已还款",\N,\N,"18.50",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","35岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98708",\N,"2014-07-07",\N,"兔子标 
											 	 ","5000","已还款",\N,\N,"2.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","29岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98709",\N,"2014-07-07",\N,"40W待收担保，无风险，早还款！ 
											 	 ","10000","已还款",\N,\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","35岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98710",\N,"2014-07-07",\N,"40W待收担保，无风险，早还款！ 
											 	 ","10000","已还款",\N,\N,"17.50",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","35岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98711",\N,"2014-07-07",\N,"34笔提前一天还款！次数最多！老会员老信誉！ 
											 	 ","10000","已还款",\N,\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","34岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98712",\N,"2014-07-07",\N,"短期周转 
						 ","27767","已还款",\N,\N,"1.00",\N,\N,\N,\N,"
									系统自动还款",\N,"男","35岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98713",\N,"2014-07-07",\N,"短期周转 
											 	 ","17750","已还款",\N,\N,"1.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","35岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98714",\N,"2014-07-07",\N,"企业一月标 
							 					 			 ","500000","已还款","借款方商业概述
借款方是山东某制造工程有限公司，该1995年正式成立，公司实力雄厚，生产经营能力强大。目前已发展成为业内一家较具实力的生产型企业.。据银行征信系统显示，该公司目前负债水平正常，实际控制人信用记录良好。 


借款方借款用途
1，公司备用金补充。2，支持中安山东业务的发展。 


借款方还款来源
由中安财富山东分公司线下工作人员审核借款方提供的相关资料并实地考察。借款方提供名下一处工业用地地面厂房作为抵押物。现作为借款方经营场地使用。由中 安财富山东分公司线下工作人员调查该公司实际经营状况及",\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","50岁",\N,\N,\N,\N,\N,\N,\N,"2%",\N
"98715",\N,"2014-07-07",\N,"34笔提前一天还款！次数最多！老会员老信誉！ 
											 	 ","10000","已还款",\N,\N,"17.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","34岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98716",\N,"2014-07-07",\N,"40W待收担保，无风险，早还款！ 
											 	 ","10000","已还款",\N,\N,"17.50",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","35岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98717",\N,"2014-07-07",\N,"34笔提前一天还款！次数最多！老会员老信誉！ 
											 	 ","10000","已还款",\N,\N,"17.50",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","34岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98718",\N,"2014-07-06",\N,"3天净值福利标！ 
											 	 ","2000","已还款",\N,\N,"15.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"女","41岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98719",\N,"2014-07-06",\N,"短期周转 
											 	 				 ","10000","已还款",\N,\N,"1.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","35岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98720",\N,"2014-07-06",\N,"22W待收担保，无风险，早还款！ 
											 	 ","10000","已还款",\N,\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","35岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98721",\N,"2014-07-06",\N,"短期周转 
											 	 ","17739","已还款",\N,\N,"1.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","35岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98722",\N,"2014-07-06",\N,"22W待收担保，无风险，早还款！ 
											 	 ","10000","已还款",\N,\N,"18.50",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","35岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98723",\N,"2014-07-06",\N,"约标 
											 	 ","4700","已还款",\N,\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","34岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98724",\N,"2014-07-06",\N,"40W待收担保，提前或十点前还！ 
											 	 ","10000","已还款",\N,\N,"23.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","35岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98725",\N,"2014-07-06",\N,"22W待收担保，还款早！ 
											 	 ","10000","已还款",\N,\N,"18.50",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","35岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98726",\N,"2014-07-06",\N,"3天净值福利标 
											 	 ","4000","已还款",\N,\N,"10.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"女","41岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98727",\N,"2014-07-06",\N,"22W待收担保，无风险，早还款！ 
											 	 ","10000","已还款",\N,\N,"18.50",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","35岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98728",\N,"2014-07-06",\N,"今天晚上可还，可得续投奖励 
											 	 ","2000","已还款",\N,\N,"1.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"女","26岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98729",\N,"2014-07-06",\N,"顶息标，10点前必还款(满标续发) 
											 	 ","10000","已还款",\N,\N,"23.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","33岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98730",\N,"2014-07-06",\N,"承兑一月标 
							 					 			 ","200000","已还款"," ",\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","1岁",\N,\N,\N,\N,\N,\N,\N,"1.5%",\N
"98731",\N,"2014-07-06",\N,"净值标安全零风险——短期周转 
											 	 ","5000","已还款",\N,\N,"18.80",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","43岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98732",\N,"2014-07-06",\N,"41W待收担保，无风险，早还款！ 
											 	 ","10000","已还款",\N,\N,"18.50",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","34岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98733",\N,"2014-07-06",\N,"40W待收担保，早还款！ 
											 	 ","10000","已还款",\N,\N,"18.50",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","35岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98734",\N,"2014-07-06",\N,"40W待收担保，无风险，早还款！ 
											 	 ","10000","已还款",\N,\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","35岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98735",\N,"2014-07-06",\N,"奖励标 
						 ","500","已还款",\N,\N,"1.00",\N,\N,\N,\N,"
									系统自动还款",\N,"男","35岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98736",\N,"2014-07-06",\N,"41W待收担保，无风险，早还款！ 
											 	 ","10000","已还款",\N,\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","34岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98737",\N,"2014-07-06",\N,"奖励标 
						 										 ","500","已还款",\N,\N,"1.00",\N,\N,\N,\N,"
									系统自动还款",\N,"男","35岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98738",\N,"2014-07-06",\N,"奖励标 
						 										 ","500","已还款",\N,\N,"1.00",\N,\N,\N,\N,"
									系统自动还款",\N,"男","35岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98739",\N,"2014-07-06",\N,"22W待收担保，无风险，早还款！ 
											 	 ","20000","已还款",\N,\N,"20.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","35岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98740",\N,"2014-07-05",\N,"奖励标 
						 										 ","500","已还款",\N,\N,"1.00",\N,\N,\N,\N,"
									系统自动还款",\N,"男","35岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98741",\N,"2014-07-05",\N,"奖励标 
						 										 ","500","已还款",\N,\N,"1.00",\N,\N,\N,\N,"
									系统自动还款",\N,"男","35岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98742",\N,"2014-07-05",\N,"奖励标 
						 										 ","1000","已还款",\N,\N,"1.00",\N,\N,\N,\N,"
									系统自动还款",\N,"男","35岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98743",\N,"2014-07-05",\N,"奖励标 
						 										 ","500","已还款",\N,\N,"1.00",\N,\N,\N,\N,"
									系统自动还款",\N,"男","35岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98744",\N,"2014-07-05",\N,"短期高息净值标-—临时周转 
											 	 ","5000","已还款",\N,\N,"18.80",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","43岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98745",\N,"2014-07-07",\N,"年利23.24%，12点前还款。 
											 	 ","20000","已还款","年利23.24%，12点前还款。",\N,"23.24",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","37岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98746",\N,"2014-07-05",\N,"短期周转 
											 	 ","7000","已还款",\N,\N,"10.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","35岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98747",\N,"2014-07-05",\N,"庆中安，投此标有续投 
											 	 ","10000","已还款",\N,\N,"21.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","34岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98748",\N,"2014-07-05",\N,"高息净值标一短期周转！ 
											 	 ","1000","已还款",\N,\N,"10.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","43岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98749",\N,"2014-07-05",\N,"40W待收担保，无风险，早还款！ 
											 	 ","10000","已还款",\N,\N,"18.50",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","35岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98750",\N,"2014-07-05",\N,"40W待收担保，早还款！ 
											 	 ","10000","已还款",\N,\N,"19.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","35岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98751",\N,"2014-07-05",\N,"40W待收担保，还款早！ 
											 	 ","10000","已还款",\N,\N,"19.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","35岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98752",\N,"2014-07-05",\N,"短期周转，高息早还！ 
											 	 ","10000","已还款",\N,\N,"19.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","34岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98753",\N,"2014-07-05",\N,"高息净值标--短期周转 
											 	 ","4000","已还款","短期周转",\N,"10.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","43岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98754",\N,"2014-07-05",\N,"短期周转，早还款！ 
											 	 ","10000","已还款",\N,\N,"18.50",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","35岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98755",\N,"2014-07-05",\N,"此标回款投平台标有续投，平台待收作为担保 
											 	 ","20000","已还款",\N,\N,"10.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"女","26岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98756",\N,"2014-07-05",\N,"短期周转，早还款！ 
											 	 ","10000","已还款",\N,\N,"18.50",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","35岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98757",\N,"2014-07-05",\N,"40W待收担保，还款早！ 
											 	 ","10000","已还款",\N,\N,"19.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","35岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98758",\N,"2014-07-05",\N,"短期周转，待收担保，早还款！ 
											 	 ","10000","已还款",\N,\N,"18.50",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","35岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98759",\N,"2014-07-05",\N,"40W待收担保，还款早！ 
											 	 ","10000","已还款",\N,\N,"19.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","35岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98760",\N,"2014-07-05",\N,"高息净值标一短期周转 
											 	 ","5000","已还款",\N,\N,"10.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","43岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"98761",\N,"2014-07-05",\N,"40W待收担保，早还款！ 
											 	 ","10000","已还款",\N,\N,"19.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","35岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
